0,1,2,3,4,5,6,7,8,9,10
pork,dessert,,,,,,,,,
chicken,pastry,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
soda,citrus fruit,,,,,,,,,
whipped/sour cream,softener,,,,,,,,,
ice cream,bottled water,,,,,,,,,
nuts/prunes,margarine,,,,,,,,,
whole milk,whole milk,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
whole milk,brown bread,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
soda,tropical fruit,other vegetables,bottled water,,,,,,,
frankfurter,whole milk,canned fish,yogurt,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
frankfurter,specialty chocolate,brown bread,herbs,rolls/buns,,,,,,
waffles,beverages,,,,,,,,,
pastry,red/blush wine,,,,,,,,,
chicken,fruit/vegetable juice,cake bar,,,,,,,,
newspapers,frozen meals,,,,,,,,,
pastry,oil,potato products,,,,,,,,
grapes,bottled water,napkins,,,,,,,,
whole milk,bottled water,,,,,,,,,
berries,other vegetables,,,,,,,,,
brown bread,butter milk,oil,frozen meals,,,,,,,
soda,rolls/buns,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
oil,waffles,,,,,,,,,
citrus fruit,brown bread,candy,domestic eggs,,,,,,,
frankfurter,canned beer,other vegetables,potato products,,,,,,,
brown bread,soda,,,,,,,,,
sausage,pickled vegetables,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
specialty chocolate,soda,,,,,,,,,
pork,mayonnaise,,,,,,,,,
beverages,liquor,shopping bags,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
pastry,other vegetables,other vegetables,butter milk,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
shopping bags,butter,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
root vegetables,semi-finished bread,,,,,,,,,
tropical fruit,citrus fruit,newspapers,,,,,,,,
condensed milk,berries,tea,frozen vegetables,cat food,,,,,,
chicken,sliced cheese,,,,,,,,,
bottled beer,herbs,curd,,,,,,,,
sausage,sausage,pip fruit,sliced cheese,root vegetables,butter milk,,,,,
chicken,yogurt,,,,,,,,,
frozen meals,ham,specialty chocolate,roll products ,,,,,,,
curd,whipped/sour cream,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
pork,butter,,,,,,,,,
whole milk,rolls/buns,tropical fruit,other vegetables,cake bar,rolls/buns,curd,,,,
salty snack,napkins,sugar,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
pip fruit,berries,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
rolls/buns,white wine,,,,,,,,,
whipped/sour cream,rolls/buns,soda,,,,,,,,
canned beer,root vegetables,,,,,,,,,
citrus fruit,pastry,candy,softener,,,,,,,
flower (seeds),bottled water,,,,,,,,,
onions,hard cheese,,,,,,,,,
bottled water,misc. beverages,fruit/vegetable juice,,,,,,,,
other vegetables,sparkling wine,frozen meals,rolls/buns,,,,,,,
bottled water,specialty chocolate,,,,,,,,,
butter,candy,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
pastry,waffles,,,,,,,,,
bottled water,chocolate,,,,,,,,,
tropical fruit,beef,cream cheese ,frozen vegetables,,,,,,,
chicken,pork,frozen fish,,,,,,,,
chicken,bottled beer,,,,,,,,,
tropical fruit,yogurt,candy,,,,,,,,
sausage,white bread,,,,,,,,,
sausage,bottled water,,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
frozen dessert,flower (seeds),,,,,,,,,
soda,pastry,,,,,,,,,
sausage,napkins,curd,,,,,,,,
chocolate marshmallow,bottled water,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
napkins,cocoa drinks,shopping bags,,,,,,,,
pastry,brown bread,,,,,,,,,
margarine,whole milk,berries,,,,,,,,
whole milk,bottled water,,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
shopping bags,tropical fruit,red/blush wine,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
yogurt,whole milk,,,,,,,,,
onions,cream cheese ,,,,,,,,,
oil,candy,,,,,,,,,
white bread,domestic eggs,,,,,,,,,
whole milk,onions,,,,,,,,,
meat,sliced cheese,,,,,,,,,
grapes,onions,,,,,,,,,
frozen meals,red/blush wine,whipped/sour cream,,,,,,,,
canned beer,butter,,,,,,,,,
canned fruit,dog food,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
tropical fruit,sausage,beef,yogurt,long life bakery product,yogurt,cream cheese ,processed cheese,,,
root vegetables,yogurt,pickled vegetables,,,,,,,,
hygiene articles,cling film/bags,,,,,,,,,
yogurt,salt,,,,,,,,,
pastry,pork,,,,,,,,,
meat,citrus fruit,,,,,,,,,
shopping bags,condensed milk,,,,,,,,,
napkins,soda,,,,,,,,,
fruit/vegetable juice,soda,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
yogurt,soda,,,,,,,,,
newspapers,root vegetables,margarine,,,,,,,,
onions,canned beer,,,,,,,,,
butter milk,white wine,,,,,,,,,
whole milk,newspapers,whole milk,rolls/buns,,,,,,,
pork,brown bread,,,,,,,,,
frozen vegetables,tropical fruit,,,,,,,,,
canned fish,white bread,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
citrus fruit,bottled beer,rolls/buns,hygiene articles,softener,,,,,,
citrus fruit,other vegetables,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
sausage,whipped/sour cream,waffles,,,,,,,,
liquor,baking powder,,,,,,,,,
chicken,beef,pork,beef,newspapers,dessert,margarine,brown bread,newspapers,,
yogurt,curd,rolls/buns,whipped/sour cream,,,,,,,
artif. sweetener,sugar,,,,,,,,,
soda,margarine,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
root vegetables,onions,,,,,,,,,
citrus fruit,candy,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
whole milk,pastry,seasonal products,berries,long life bakery product,yogurt,coffee,,,,
sausage,canned fish,,,,,,,,,
whole milk,bottled water,waffles,,,,,,,,
butter milk,yogurt,yogurt,margarine,,,,,,,
pudding powder,mustard,,,,,,,,,
whole milk,whole milk,,,,,,,,,
sausage,other vegetables,,,,,,,,,
UHT-milk,coffee,yogurt,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
coffee,butter milk,,,,,,,,,
sausage,finished products,whole milk,yogurt,pastry,sliced cheese,onions,chewing gum,,,
rolls/buns,cereals,,,,,,,,,
hamburger meat,toilet cleaner,rolls/buns,,,,,,,,
pip fruit,pip fruit,whipped/sour cream,shopping bags,domestic eggs,soda,cake bar,frozen meals,,,
canned beer,tropical fruit,,,,,,,,,
canned beer,dessert,,,,,,,,,
rolls/buns,sausage,tropical fruit,soda,yogurt,onions,flour,specialty chocolate,whipped/sour cream,,
brown bread,bottled beer,,,,,,,,,
berries,soda,flower (seeds),,,,,,,,
rolls/buns,newspapers,,,,,,,,,
whipped/sour cream,pip fruit,,,,,,,,,
beef,other vegetables,,,,,,,,,
chicken,tropical fruit,rolls/buns,liquor,,,,,,,
other vegetables,soda,,,,,,,,,
domestic eggs,butter,beverages,,,,,,,,
dessert,processed cheese,UHT-milk,,,,,,,,
newspapers,butter,,,,,,,,,
sausage,bottled water,mustard,bottled beer,,,,,,,
other vegetables,butter,whipped/sour cream,,,,,,,,
pip fruit,rolls/buns,specialty chocolate,,,,,,,,
fruit/vegetable juice,hard cheese,,,,,,,,,
citrus fruit,yogurt,rolls/buns,,,,,,,,
curd,yogurt,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
meat,specialty chocolate,,,,,,,,,
canned beer,berries,male cosmetics,fruit/vegetable juice,,,,,,,
frozen meals,dessert,,,,,,,,,
sausage,white wine,,,,,,,,,
other vegetables,herbs,,,,,,,,,
beef,sugar,root vegetables,frozen vegetables,,,,,,,
meat,butter,frozen dessert,,,,,,,,
whipped/sour cream,toilet cleaner,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
flour,grapes,frankfurter,bottled beer,citrus fruit,grapes,other vegetables,cat food,frozen vegetables,,
butter,pastry,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
beef,whole milk,,,,,,,,,
soda,salty snack,candy,,,,,,,,
domestic eggs,whole milk,bottled water,,,,,,,,
bottled water,bottled water,,,,,,,,,
bottled beer,whole milk,UHT-milk,chocolate,,,,,,,
sparkling wine,whole milk,dessert,salt,,,,,,,
tropical fruit,tropical fruit,napkins,,,,,,,,
nut snack,canned beer,,,,,,,,,
popcorn,domestic eggs,canned beer,butter milk,,,,,,,
other vegetables,bottled water,white bread,,,,,,,,
tropical fruit,berries,other vegetables,yogurt,kitchen towels,napkins,,,,,
canned beer,brown bread,,,,,,,,,
pork,whole milk,other vegetables,tidbits,coffee,,,,,,
specialty fat,red/blush wine,,,,,,,,,
berries,frozen meals,dish cleaner,,,,,,,,
whole milk,packaged fruit/vegetables,abrasive cleaner,napkins,,,,,,,
beverages,cat food,,,,,,,,,
canned beer,frozen meals,beef,canned beer,coffee,,,,,,
bottled water,margarine,,,,,,,,,
frankfurter,citrus fruit,yogurt,frozen vegetables,,,,,,,
canned beer,shopping bags,hard cheese,,,,,,,,
frozen potato products,domestic eggs,curd cheese,,,,,,,,
rolls/buns,oil,yogurt,,,,,,,,
whole milk,rolls/buns,dish cleaner,,,,,,,,
whole milk,other vegetables,,,,,,,,,
chocolate,frankfurter,yogurt,margarine,canned vegetables,,,,,,
other vegetables,pip fruit,,,,,,,,,
rolls/buns,dessert,,,,,,,,,
other vegetables,margarine,,,,,,,,,
pet care,rolls/buns,,,,,,,,,
frozen chicken,white wine,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
ham,other vegetables,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
onions,oil,,,,,,,,,
frankfurter,soda,whole milk,whole milk,flour,,,,,,
yogurt,sausage,whipped/sour cream,onions,,,,,,,
waffles,whole milk,condensed milk,,,,,,,,
grapes,grapes,,,,,,,,,
beef,napkins,,,,,,,,,
dessert,meat,,,,,,,,,
fruit/vegetable juice,female sanitary products,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
ham,berries,,,,,,,,,
frozen vegetables,flour,pickled vegetables,,,,,,,,
root vegetables,brown bread,,,,,,,,,
coffee,tidbits,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
whipped/sour cream,butter milk,,,,,,,,,
domestic eggs,chewing gum,,,,,,,,,
butter,coffee,soda,pastry,,,,,,,
sausage,curd,whole milk,condensed milk,,,,,,,
other vegetables,whole milk,,,,,,,,,
root vegetables,oil,,,,,,,,,
dessert,chewing gum,,,,,,,,,
sugar,soda,,,,,,,,,
napkins,frozen vegetables,,,,,,,,,
canned beer,newspapers,,,,,,,,,
liquor,vinegar,shopping bags,long life bakery product,,,,,,,
canned beer,pork,processed cheese,root vegetables,snack products,sugar,,,,,
pork,brown bread,,,,,,,,,
curd,frozen meals,,,,,,,,,
bottled beer,beef,frozen vegetables,shopping bags,,,,,,,
chocolate,UHT-milk,sliced cheese,,,,,,,,
butter milk,other vegetables,,,,,,,,,
dessert,root vegetables,,,,,,,,,
chocolate,herbs,chocolate,,,,,,,,
berries,ice cream,,,,,,,,,
yogurt,processed cheese,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
specialty chocolate,whole milk,red/blush wine,,,,,,,,
ice cream,oil,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
whole milk,spread cheese,popcorn,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
citrus fruit,rolls/buns,pastry,,,,,,,,
root vegetables,root vegetables,white wine,whipped/sour cream,abrasive cleaner,soda,,,,,
pastry,detergent,,,,,,,,,
nut snack,butter,,,,,,,,,
pork,specialty bar,,,,,,,,,
tropical fruit,other vegetables,berries,butter,,,,,,,
pip fruit,herbs,other vegetables,,,,,,,,
ham,rolls/buns,,,,,,,,,
beverages,pastry,,,,,,,,,
sausage,UHT-milk,female sanitary products,rolls/buns,,,,,,,
whole milk,pip fruit,,,,,,,,,
sausage,liver loaf,dish cleaner,white bread,canned beer,dishes,white wine,brown bread,,,
hard cheese,butter,,,,,,,,,
onions,flour,,,,,,,,,
domestic eggs,cat food,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
onions,grapes,,,,,,,,,
soft cheese,hard cheese,,,,,,,,,
pip fruit,rolls/buns,whole milk,pastry,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
other vegetables,shopping bags,specialty bar,,,,,,,,
finished products,whipped/sour cream,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
ice cream,canned beer,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
whole milk,specialty bar,,,,,,,,,
newspapers,zwieback,,,,,,,,,
root vegetables,soda,,,,,,,,,
condensed milk,onions,,,,,,,,,
curd,dessert,,,,,,,,,
pip fruit,shopping bags,yogurt,,,,,,,,
beef,soda,,,,,,,,,
yogurt,shopping bags,cake bar,yogurt,,,,,,,
root vegetables,domestic eggs,cake bar,napkins,,,,,,,
liver loaf,canned beer,tropical fruit,canned vegetables,,,,,,,
margarine,root vegetables,,,,,,,,,
ice cream,shopping bags,,,,,,,,,
yogurt,soda,,,,,,,,,
softener,salty snack,,,,,,,,,
ham,whole milk,,,,,,,,,
other vegetables,newspapers,soda,,,,,,,,
UHT-milk,frozen vegetables,,,,,,,,,
whole milk,margarine,,,,,,,,,
ice cream,butter,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
pork,rolls/buns,,,,,,,,,
other vegetables,oil,,,,,,,,,
pasta,brown bread,beef,long life bakery product,citrus fruit,whipped/sour cream,specialty cheese,frozen vegetables,,,
frankfurter,fruit/vegetable juice,hard cheese,whole milk,rolls/buns,,,,,,
other vegetables,white bread,,,,,,,,,
pip fruit,waffles,,,,,,,,,
root vegetables,beverages,,,,,,,,,
tropical fruit,sugar,,,,,,,,,
whipped/sour cream,chicken,,,,,,,,,
soda,detergent,,,,,,,,,
yogurt,sliced cheese,whipped/sour cream,,,,,,,,
bottled water,oil,sausage,bottled beer,rolls/buns,bottled water,waffles,tropical fruit,frozen meals,,
frozen meals,jam,,,,,,,,,
frozen meals,fruit/vegetable juice,,,,,,,,,
salty snack,condensed milk,,,,,,,,,
beef,berries,,,,,,,,,
UHT-milk,UHT-milk,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
tropical fruit,instant coffee,yogurt,salty snack,,,,,,,
sausage,curd,yogurt,,,,,,,,
soda,specialty cheese,candy,,,,,,,,
pip fruit,whole milk,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
bottled water,photo/film,,,,,,,,,
bottled water,shopping bags,dog food,,,,,,,,
pip fruit,yogurt,,,,,,,,,
UHT-milk,sweet spreads,,,,,,,,,
cream cheese ,salt,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
domestic eggs,potato products,,,,,,,,,
citrus fruit,make up remover,,,,,,,,,
tropical fruit,grapes,sugar,,,,,,,,
ham,yogurt,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
tropical fruit,dish cleaner,bottled water,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
soda,candy,,,,,,,,,
whole milk,whole milk,,,,,,,,,
frankfurter,pip fruit,rolls/buns,onions,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
specialty chocolate,shopping bags,,,,,,,,,
tropical fruit,curd cheese,,,,,,,,,
canned beer,root vegetables,pudding powder,processed cheese,,,,,,,
pastry,bottled water,candles,,,,,,,,
ham,other vegetables,,,,,,,,,
frankfurter,bottled water,shopping bags,finished products,yogurt,newspapers,tropical fruit,liquor (appetizer),dog food,,
pip fruit,hard cheese,bottled water,,,,,,,,
citrus fruit,beef,rolls/buns,whole milk,,,,,,,
pastry,detergent,rice,,,,,,,,
whole milk,pot plants,,,,,,,,,
citrus fruit,skin care,,,,,,,,,
brown bread,rolls/buns,soda,whole milk,,,,,,,
chicken,frozen fish,sugar,,,,,,,,
citrus fruit,oil,specialty chocolate,,,,,,,,
pot plants,yogurt,other vegetables,,,,,,,,
bottled beer,candy,,,,,,,,,
chewing gum,cake bar,,,,,,,,,
bottled water,chocolate,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
other vegetables,cream cheese ,tropical fruit,root vegetables,specialty chocolate,,,,,,
yogurt,misc. beverages,brown bread,napkins,,,,,,,
bottled beer,whole milk,tropical fruit,whole milk,house keeping products,,,,,,
pastry,butter milk,hygiene articles,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
pork,domestic eggs,,,,,,,,,
whole milk,yogurt,sliced cheese,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
pip fruit,white bread,,,,,,,,,
root vegetables,frozen meals,,,,,,,,,
rolls/buns,domestic eggs,butter,butter,,,,,,,
specialty chocolate,long life bakery product,,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
other vegetables,soda,,,,,,,,,
soda,pip fruit,,,,,,,,,
sausage,yogurt,,,,,,,,,
meat,other vegetables,,,,,,,,,
sausage,citrus fruit,whole milk,butter milk,salty snack,dessert,specialty chocolate,,,,
other vegetables,berries,candy,sliced cheese,,,,,,,
root vegetables,hygiene articles,,,,,,,,,
coffee,packaged fruit/vegetables,pickled vegetables,,,,,,,,
domestic eggs,canned beer,bottled water,waffles,,,,,,,
rolls/buns,chicken,cream cheese ,dishes,,,,,,,
bottled water,frankfurter,tropical fruit,liquor,specialty chocolate,,,,,,
domestic eggs,frozen vegetables,,,,,,,,,
onions,cream cheese ,dishes,,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
baking powder,beef,,,,,,,,,
pork,grapes,hygiene articles,,,,,,,,
coffee,berries,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
whole milk,margarine,soda,softener,,,,,,,
rolls/buns,make up remover,,,,,,,,,
margarine,pickled vegetables,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
pot plants,frozen potato products,,,,,,,,,
pork,cereals,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
tropical fruit,whole milk,brown bread,pastry,,,,,,,
canned beer,yogurt,tropical fruit,whole milk,,,,,,,
pastry,Instant food products,,,,,,,,,
whole milk,bottled water,,,,,,,,,
salty snack,newspapers,,,,,,,,,
UHT-milk,specialty cheese,shopping bags,,,,,,,,
cleaner,other vegetables,,,,,,,,,
other vegetables,seasonal products,bottled water,,,,,,,,
white bread,processed cheese,,,,,,,,,
pastry,whole milk,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,
bottled beer,tropical fruit,,,,,,,,,
soda,butter milk,citrus fruit,other vegetables,,,,,,,
baking powder,root vegetables,,,,,,,,,
soft cheese,soda,,,,,,,,,
UHT-milk,cream cheese ,cream cheese ,waffles,,,,,,,
other vegetables,yogurt,bottled water,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
chocolate marshmallow,whipped/sour cream,,,,,,,,,
pickled vegetables,soda,,,,,,,,,
meat,frozen potato products,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
oil,chocolate,,,,,,,,,
soda,brown bread,,,,,,,,,
shopping bags,hygiene articles,,,,,,,,,
whole milk,margarine,,,,,,,,,
pastry,canned beer,,,,,,,,,
sausage,beef,salty snack,,,,,,,,
meat,yogurt,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
Instant food products,pip fruit,,,,,,,,,
citrus fruit,berries,,,,,,,,,
other vegetables,butter,pastry,UHT-milk,,,,,,,
dog food,brown bread,salty snack,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
canned beer,curd,,,,,,,,,
specialty cheese,napkins,,,,,,,,,
whole milk,newspapers,,,,,,,,,
frankfurter,beverages,,,,,,,,,
soda,curd,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
whole milk,yogurt,,,,,,,,,
pork,white bread,waffles,,,,,,,,
whole milk,whole milk,,,,,,,,,
other vegetables,whole milk,pudding powder,cream cheese ,,,,,,,
rolls/buns,other vegetables,butter,root vegetables,rolls/buns,,,,,,
canned beer,tropical fruit,root vegetables,other vegetables,,,,,,,
UHT-milk,condensed milk,pastry,,,,,,,,
other vegetables,rolls/buns,bottled water,soda,,,,,,,
bottled beer,ice cream,,,,,,,,,
salty snack,tropical fruit,,,,,,,,,
whole milk,bottled beer,rolls/buns,,,,,,,,
domestic eggs,pastry,,,,,,,,,
soft cheese,cat food,,,,,,,,,
whole milk,coffee,,,,,,,,,
whipped/sour cream,whole milk,oil,,,,,,,,
whole milk,shopping bags,,,,,,,,,
butter,ice cream,,,,,,,,,
soda,mustard,,,,,,,,,
other vegetables,berries,,,,,,,,,
ice cream,sliced cheese,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
seasonal products,flower (seeds),,,,,,,,,
sausage,grapes,sliced cheese,napkins,,,,,,,
pork,citrus fruit,,,,,,,,,
UHT-milk,pork,,,,,,,,,
domestic eggs,dessert,,,,,,,,,
sausage,bottled beer,,,,,,,,,
newspapers,napkins,,,,,,,,,
salt,yogurt,rolls/buns,whole milk,,,,,,,
specialty chocolate,canned fish,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
yogurt,pet care,,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
hard cheese,yogurt,,,,,,,,,
bottled beer,rolls/buns,soda,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
sausage,margarine,margarine,,,,,,,,
long life bakery product,brown bread,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
frankfurter,whole milk,grapes,butter,semi-finished bread,,,,,,
soda,tropical fruit,,,,,,,,,
citrus fruit,pip fruit,beverages,,,,,,,,
bottled beer,dog food,oil,,,,,,,,
hard cheese,bottled water,specialty fat,,,,,,,,
root vegetables,frozen vegetables,pet care,,,,,,,,
dessert,cream cheese ,waffles,,,,,,,,
butter,frankfurter,root vegetables,butter milk,vinegar,,,,,,
soda,other vegetables,white bread,,,,,,,,
meat,other vegetables,,,,,,,,,
domestic eggs,coffee,,,,,,,,,
citrus fruit,onions,salty snack,brown bread,,,,,,,
whole milk,onions,,,,,,,,,
root vegetables,hygiene articles,soda,,,,,,,,
frankfurter,chicken,rolls/buns,frankfurter,other vegetables,coffee,long life bakery product,domestic eggs,,,
canned beer,other vegetables,margarine,,,,,,,,
whole milk,long life bakery product,margarine,,,,,,,,
pastry,whole milk,,,,,,,,,
brown bread,misc. beverages,,,,,,,,,
margarine,rolls/buns,root vegetables,,,,,,,,
bottled beer,canned beer,,,,,,,,,
pastry,yogurt,bottled water,soda,,,,,,,
yogurt,softener,,,,,,,,,
root vegetables,ice cream,,,,,,,,,
chocolate,margarine,,,,,,,,,
whole milk,processed cheese,,,,,,,,,
canned fish,root vegetables,,,,,,,,,
margarine,bottled beer,,,,,,,,,
pip fruit,male cosmetics,,,,,,,,,
long life bakery product,beef,tidbits,butter,,,,,,,
white wine,sliced cheese,whole milk,oil,rolls/buns,,,,,,
tropical fruit,mustard,,,,,,,,,
frankfurter,cream cheese ,long life bakery product,,,,,,,,
other vegetables,cake bar,,,,,,,,,
soda,soda,pip fruit,popcorn,soda,pasta,whole milk,dental care,,,
pip fruit,frankfurter,whole milk,cream cheese ,,,,,,,
newspapers,white bread,rolls/buns,beverages,,,,,,,
coffee,tropical fruit,,,,,,,,,
butter,semi-finished bread,,,,,,,,,
newspapers,beverages,beef,chocolate,kitchen towels,,,,,,
yogurt,chicken,soda,,,,,,,,
meat,white bread,,,,,,,,,
soda,bottled water,,,,,,,,,
sausage,chewing gum,,,,,,,,,
sausage,soda,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
whole milk,Instant food products,pip fruit,canned beer,,,,,,,
chicken,waffles,pip fruit,tropical fruit,pastry,bottled water,shopping bags,bottled water,,,
whole milk,candy,,,,,,,,,
sausage,specialty bar,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
chicken,pastry,candles,,,,,,,,
soft cheese,white wine,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
napkins,white bread,,,,,,,,,
pastry,soda,,,,,,,,,
long life bakery product,yogurt,,,,,,,,,
chocolate,waffles,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
turkey,frozen potato products,butter,frozen dessert,,,,,,,
beef,pet care,,,,,,,,,
whole milk,shopping bags,curd,,,,,,,,
whole milk,other vegetables,,,,,,,,,
butter,bottled beer,canned beer,chewing gum,fruit/vegetable juice,,,,,,
yogurt,specialty cheese,,,,,,,,,
whole milk,yogurt,,,,,,,,,
soda,curd,,,,,,,,,
citrus fruit,hard cheese,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
pastry,root vegetables,,,,,,,,,
beef,curd cheese,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
beverages,whole milk,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
cocoa drinks,bottled water,sweet spreads,,,,,,,,
root vegetables,sausage,root vegetables,other vegetables,long life bakery product,,,,,,
root vegetables,soda,,,,,,,,,
margarine,beverages,,,,,,,,,
chicken,canned beer,frozen vegetables,whipped/sour cream,,,,,,,
tropical fruit,other vegetables,hygiene articles,,,,,,,,
frankfurter,mustard,,,,,,,,,
tropical fruit,pip fruit,whole milk,other vegetables,,,,,,,
fruit/vegetable juice,frozen vegetables,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
chocolate,brown bread,,,,,,,,,
yogurt,other vegetables,red/blush wine,domestic eggs,,,,,,,
domestic eggs,specialty bar,,,,,,,,,
pastry,whole milk,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
specialty chocolate,chewing gum,,,,,,,,,
whole milk,newspapers,,,,,,,,,
yogurt,yogurt,,,,,,,,,
sausage,fruit/vegetable juice,whole milk,curd,,,,,,,
syrup,newspapers,processed cheese,rolls/buns,,,,,,,
UHT-milk,soda,whole milk,whole milk,,,,,,,
canned beer,soda,,,,,,,,,
canned beer,organic products,whole milk,frozen dessert,misc. beverages,,,,,,
chicken,yogurt,UHT-milk,root vegetables,yogurt,hard cheese,semi-finished bread,frozen potato products,,,
yogurt,rolls/buns,,,,,,,,,
specialty bar,whole milk,cling film/bags,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
sausage,soda,,,,,,,,,
chicken,whole milk,snack products,,,,,,,,
sausage,other vegetables,hard cheese,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
whole milk,citrus fruit,butter milk,specialty bar,,,,,,,
canned beer,other vegetables,dessert,pastry,,,,,,,
sausage,butter,specialty bar,soda,whipped/sour cream,,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
whole milk,soda,newspapers,,,,,,,,
chicken,tropical fruit,,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
sausage,bottled water,,,,,,,,,
baking powder,hair spray,,,,,,,,,
root vegetables,whole milk,rolls/buns,,,,,,,,
meat,whole milk,,,,,,,,,
herbs,soda,,,,,,,,,
bottled beer,bottled water,,,,,,,,,
whole milk,salty snack,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
whole milk,white bread,,,,,,,,,
bottled beer,dishes,,,,,,,,,
soda,domestic eggs,sliced cheese,soda,,,,,,,
misc. beverages,soft cheese,,,,,,,,,
pip fruit,canned vegetables,,,,,,,,,
canned beer,yogurt,rolls/buns,whole milk,,,,,,,
UHT-milk,newspapers,salty snack,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
whole milk,bottled water,,,,,,,,,
whole milk,newspapers,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
